mp_id,model_name,rl_gain_score,mlip_energy_hull,cif,dft_e_above_hull
mp-753227,With_Thinking,3.524271647135416,0.9600606802038572,"# generated using pymatgen
data_LiCrO2
_symmetry_space_group_name_H-M   Ama2
_cell_length_a   3.01090400
_cell_length_b   8.83928471
_cell_length_c   5.06742925
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   40
_chemical_formula_structural   LiCrO2
_chemical_formula_sum   'Li4 Cr4 O8'
_cell_volume   134.86576653
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, z'
  3  '-x+1/2, y, z'
  4  'x+1/2, -y, z'
  5  'x, y+1/2, z+1/2'
  6  '-x, -y+1/2, z+1/2'
  7  '-x+1/2, y+1/2, z+1/2'
  8  'x+1/2, -y+1/2, z+1/2'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  4  0.25000000  0.00000000  0.00000000  1
  Cr  Cr1  4  0.25000000  0.33263500  0.00000000  1
  O  O2  4  0.25000000  0.08271800  0.75184700  1
  O  O3  4  0.25000000  0.41728200  0.74815300  1
",2.3829768837499996
mp-753227,RL_With_Thinking,3.524271647135416,0.026873195462646216,"# generated using pymatgen
data_LiCrO2
_symmetry_space_group_name_H-M   R-3m
_cell_length_a   3.05496784
_cell_length_b   3.05496784
_cell_length_c   14.95040646
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   166
_chemical_formula_structural   LiCrO2
_chemical_formula_sum   'Li3 Cr3 O6'
_cell_volume   120.83616070
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y, x-y, z'
  4  'y, -x+y, -z'
  5  '-x+y, -x, z'
  6  'x-y, x, -z'
  7  'y, x, -z'
  8  '-y, -x, z'
  9  'x-y, -y, -z'
  10  '-x+y, y, z'
  11  '-x, -x+y, -z'
  12  'x, x-y, z'
  13  'x+2/3, y+1/3, z+1/3'
  14  '-x+2/3, -y+1/3, -z+1/3'
  15  '-y+2/3, x-y+1/3, z+1/3'
  16  'y+2/3, -x+y+1/3, -z+1/3'
  17  '-x+y+2/3, -x+1/3, z+1/3'
  18  'x-y+2/3, x+1/3, -z+1/3'
  19  'y+2/3, x+1/3, -z+1/3'
  20  '-y+2/3, -x+1/3, z+1/3'
  21  'x-y+2/3, -y+1/3, -z+1/3'
  22  '-x+y+2/3, y+1/3, z+1/3'
  23  '-x+2/3, -x+y+1/3, -z+1/3'
  24  'x+2/3, x-y+1/3, z+1/3'
  25  'x+1/3, y+2/3, z+2/3'
  26  '-x+1/3, -y+2/3, -z+2/3'
  27  '-y+1/3, x-y+2/3, z+2/3'
  28  'y+1/3, -x+y+2/3, -z+2/3'
  29  '-x+y+1/3, -x+2/3, z+2/3'
  30  'x-y+1/3, x+2/3, -z+2/3'
  31  'y+1/3, x+2/3, -z+2/3'
  32  '-y+1/3, -x+2/3, z+2/3'
  33  'x-y+1/3, -y+2/3, -z+2/3'
  34  '-x+y+1/3, y+2/3, z+2/3'
  35  '-x+1/3, -x+y+2/3, -z+2/3'
  36  'x+1/3, x-y+2/3, z+2/3'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  3  -0.00000000  -0.00000000  0.50000000  1
  Cr  Cr1  3  0.00000000  0.00000000  0.00000000  1
  O  O2  6  0.00000000  0.00000000  0.25245600  1
",0.12494370250000042
mp-753227,No_Thinking,3.524271647135416,2.645583236508789,"# generated using pymatgen
data_LiCrO2
_symmetry_space_group_name_H-M   I4/mmm
_cell_length_a   2.94777500
_cell_length_b   2.94777500
_cell_length_c   11.96126800
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   139
_chemical_formula_structural   LiCrO2
_chemical_formula_sum   'Li2 Cr2 O4'
_cell_volume   103.93597244
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y, x, z'
  4  'y, -x, -z'
  5  '-x, -y, z'
  6  'x, y, -z'
  7  'y, -x, z'
  8  '-y, x, -z'
  9  'x, -y, -z'
  10  '-x, y, z'
  11  '-y, -x, -z'
  12  'y, x, z'
  13  '-x, y, -z'
  14  'x, -y, z'
  15  'y, x, -z'
  16  '-y, -x, z'
  17  'x+1/2, y+1/2, z+1/2'
  18  '-x+1/2, -y+1/2, -z+1/2'
  19  '-y+1/2, x+1/2, z+1/2'
  20  'y+1/2, -x+1/2, -z+1/2'
  21  '-x+1/2, -y+1/2, z+1/2'
  22  'x+1/2, y+1/2, -z+1/2'
  23  'y+1/2, -x+1/2, z+1/2'
  24  '-y+1/2, x+1/2, -z+1/2'
  25  'x+1/2, -y+1/2, -z+1/2'
  26  '-x+1/2, y+1/2, z+1/2'
  27  '-y+1/2, -x+1/2, -z+1/2'
  28  'y+1/2, x+1/2, z+1/2'
  29  '-x+1/2, y+1/2, -z+1/2'
  30  'x+1/2, -y+1/2, z+1/2'
  31  'y+1/2, x+1/2, -z+1/2'
  32  '-y+1/2, -x+1/2, z+1/2'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  2  0.00000000  0.00000000  0.50000000  1
  Cr  Cr1  2  0.00000000  0.00000000  0.00000000  1
  O  O2  4  0.00000000  0.00000000  0.33188900  1
",3.5116756125000004
mp-753227,RL_No_Thinking,3.524271647135416,0.05449907411458366,"# generated using pymatgen
data_LiCrO2
_symmetry_space_group_name_H-M   R-3m
_cell_length_a   2.92586100
_cell_length_b   2.92586100
_cell_length_c   18.43026400
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   166
_chemical_formula_structural   LiCrO2
_chemical_formula_sum   'Li3 Cr3 O6'
_cell_volume   136.63739327
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y, x-y, z'
  4  'y, -x+y, -z'
  5  '-x+y, -x, z'
  6  'x-y, x, -z'
  7  'y, x, -z'
  8  '-y, -x, z'
  9  'x-y, -y, -z'
  10  '-x+y, y, z'
  11  '-x, -x+y, -z'
  12  'x, x-y, z'
  13  'x+2/3, y+1/3, z+1/3'
  14  '-x+2/3, -y+1/3, -z+1/3'
  15  '-y+2/3, x-y+1/3, z+1/3'
  16  'y+2/3, -x+y+1/3, -z+1/3'
  17  '-x+y+2/3, -x+1/3, z+1/3'
  18  'x-y+2/3, x+1/3, -z+1/3'
  19  'y+2/3, x+1/3, -z+1/3'
  20  '-y+2/3, -x+1/3, z+1/3'
  21  'x-y+2/3, -y+1/3, -z+1/3'
  22  '-x+y+2/3, y+1/3, z+1/3'
  23  '-x+2/3, -x+y+1/3, -z+1/3'
  24  'x+2/3, x-y+1/3, z+1/3'
  25  'x+1/3, y+2/3, z+2/3'
  26  '-x+1/3, -y+2/3, -z+2/3'
  27  '-y+1/3, x-y+2/3, z+2/3'
  28  'y+1/3, -x+y+2/3, -z+2/3'
  29  '-x+y+1/3, -x+2/3, z+2/3'
  30  'x-y+1/3, x+2/3, -z+2/3'
  31  'y+1/3, x+2/3, -z+2/3'
  32  '-y+1/3, -x+2/3, z+2/3'
  33  'x-y+1/3, -y+2/3, -z+2/3'
  34  '-x+y+1/3, y+2/3, z+2/3'
  35  '-x+1/3, -x+y+2/3, -z+2/3'
  36  'x+1/3, x-y+2/3, z+2/3'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  3  -0.00000000  -0.00000000  0.50000000  1
  Cr  Cr1  3  0.00000000  0.00000000  0.00000000  1
  O  O2  6  0.00000000  0.00000000  0.24905633  1
",0.7239973441666665
mp-12905,With_Thinking,2.3301162719726562,0.690706879433594,"# generated using pymatgen
data_Ba3CrN3
_symmetry_space_group_name_H-M   P2_1/m
_cell_length_a   8.33990356
_cell_length_b   5.73511313
_cell_length_c   8.33990380
_cell_angle_alpha   90.00000000
_cell_angle_beta   119.99999720
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   11
_chemical_formula_structural   Ba3CrN3
_chemical_formula_sum   'Ba6 Cr2 N6'
_cell_volume   345.45756106
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x, y+1/2, -z'
  4  'x, -y+1/2, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  2  0.00000000  0.25000000  0.33393330  1
  Ba  Ba1  2  0.25946580  0.25000000  0.33393330  1
  Ba  Ba2  2  0.25946580  0.25000000  0.92553250  1
  Cr  Cr3  2  0.33333400  0.25000000  0.66666700  1
  N  N4  2  0.00000000  0.25000000  0.77092912  1
  N  N5  2  0.36286757  0.25000000  0.59193845  1
  N  N6  2  0.36286757  0.25000000  0.77092912  1
",
mp-12905,RL_With_Thinking,2.3301162719726562,0.026193155242745902,"# generated using pymatgen
data_Ba3CrN3
_symmetry_space_group_name_H-M   P2_1/m
_cell_length_a   7.76232655
_cell_length_b   5.82823371
_cell_length_c   7.76232694
_cell_angle_alpha   90.00000000
_cell_angle_beta   119.99999508
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   11
_chemical_formula_structural   Ba3CrN3
_chemical_formula_sum   'Ba6 Cr2 N6'
_cell_volume   304.12453026
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x, y+1/2, -z'
  4  'x, -y+1/2, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  2  0.09575297  0.25000000  0.36607000  1
  Ba  Ba1  2  0.27031602  0.25000000  0.90424602  1
  Ba  Ba2  2  0.36607101  0.75000000  0.27031703  1
  Cr  Cr3  2  0.33333400  0.75000000  0.66666700  1
  N  N4  2  0.06472331  0.75000000  0.38847317  1
  N  N5  2  0.30354887  0.75000000  0.91507570  1
  N  N6  2  0.40867416  0.25000000  0.32374986  1
",-0.11619392642857207
mp-12905,No_Thinking,2.3301162719726562,1.8648107525502233,"# generated using pymatgen
data_Ba3CrN3
_symmetry_space_group_name_H-M   P6_3/mmc
_cell_length_a   8.11194840
_cell_length_b   8.11194840
_cell_length_c   5.78847532
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   194
_chemical_formula_structural   Ba3CrN3
_chemical_formula_sum   'Ba6 Cr2 N6'
_cell_volume   329.87178959
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  'x-y, x, z+1/2'
  4  '-x+y, -x, -z+1/2'
  5  '-y, x-y, z'
  6  'y, -x+y, -z'
  7  '-x, -y, z+1/2'
  8  'x, y, -z+1/2'
  9  '-x+y, -x, z'
  10  'x-y, x, -z'
  11  'y, -x+y, z+1/2'
  12  '-y, x-y, -z+1/2'
  13  '-y, -x, -z+1/2'
  14  'y, x, z+1/2'
  15  '-x, -x+y, -z'
  16  'x, x-y, z'
  17  '-x+y, y, -z+1/2'
  18  'x-y, -y, z+1/2'
  19  'y, x, -z'
  20  '-y, -x, z'
  21  'x, x-y, -z+1/2'
  22  '-x, -x+y, z+1/2'
  23  'x-y, -y, -z'
  24  '-x+y, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  6  0.17289615  0.34579230  0.25000000  1
  Cr  Cr1  2  0.33333333  0.66666667  0.75000000  1
  N  N2  6  0.09585554  0.54792777  0.25000000  1
",1.6814813149999992
mp-12905,RL_No_Thinking,2.3301162719726562,0.19920820476841516,"# generated using pymatgen
data_Ba3CrN3
_symmetry_space_group_name_H-M   P6_3/mmc
_cell_length_a   7.87321453
_cell_length_b   7.87321453
_cell_length_c   5.85750925
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   194
_chemical_formula_structural   Ba3CrN3
_chemical_formula_sum   'Ba6 Cr2 N6'
_cell_volume   314.44723872
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  'x-y, x, z+1/2'
  4  '-x+y, -x, -z+1/2'
  5  '-y, x-y, z'
  6  'y, -x+y, -z'
  7  '-x, -y, z+1/2'
  8  'x, y, -z+1/2'
  9  '-x+y, -x, z'
  10  'x-y, x, -z'
  11  'y, -x+y, z+1/2'
  12  '-y, x-y, -z+1/2'
  13  '-y, -x, -z+1/2'
  14  'y, x, z+1/2'
  15  '-x, -x+y, -z'
  16  'x, x-y, z'
  17  '-x+y, y, -z+1/2'
  18  'x-y, -y, z+1/2'
  19  'y, x, -z'
  20  '-y, -x, z'
  21  'x, x-y, -z+1/2'
  22  '-x, -x+y, z+1/2'
  23  'x-y, -y, -z'
  24  '-x+y, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  6  0.17111100  0.34222200  0.25000000  1
  Cr  Cr1  2  0.33333333  0.66666667  0.75000000  1
  N  N2  6  0.19429058  0.38858116  0.75000000  1
",-0.24719823642857097
mp-763901,With_Thinking,2.1078801971435563,1.261946135375001,"# generated using pymatgen
data_NaVO3
_symmetry_space_group_name_H-M   P2_1/m
_cell_length_a   4.97537600
_cell_length_b   3.30768700
_cell_length_c   7.23408715
_cell_angle_alpha   90.00000000
_cell_angle_beta   104.80710000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   11
_chemical_formula_structural   NaVO3
_chemical_formula_sum   'Na2 V2 O6'
_cell_volume   115.09778742
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-x, y+1/2, -z'
  4  'x, -y+1/2, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  2  0.22944600  0.75000000  0.37273400  1
  V  V1  2  0.35939700  0.25000000  0.13418500  1
  O  O2  2  0.06260900  0.25000000  0.34777400  1
  O  O3  2  0.30203500  0.25000000  0.54096300  1
  O  O4  2  0.35604700  0.75000000  0.07283500  1
",1.9534845630000008
mp-763901,RL_With_Thinking,2.1078801971435563,0.055793614623047105,"# generated using pymatgen
data_NaVO3
_symmetry_space_group_name_H-M   R-3
_cell_length_a   5.05369389
_cell_length_b   5.05369389
_cell_length_c   14.02599830
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   148
_chemical_formula_structural   NaVO3
_chemical_formula_sum   'Na6 V6 O18'
_cell_volume   310.22891817
_cell_formula_units_Z   6
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
  2  '-x, -y, -z'
  3  '-y, x-y, z'
  4  'y, -x+y, -z'
  5  '-x+y, -x, z'
  6  'x-y, x, -z'
  7  'x+2/3, y+1/3, z+1/3'
  8  '-x+2/3, -y+1/3, -z+1/3'
  9  '-y+2/3, x-y+1/3, z+1/3'
  10  'y+2/3, -x+y+1/3, -z+1/3'
  11  '-x+y+2/3, -x+1/3, z+1/3'
  12  'x-y+2/3, x+1/3, -z+1/3'
  13  'x+1/3, y+2/3, z+2/3'
  14  '-x+1/3, -y+2/3, -z+2/3'
  15  '-y+1/3, x-y+2/3, z+2/3'
  16  'y+1/3, -x+y+2/3, -z+2/3'
  17  '-x+y+1/3, -x+2/3, z+2/3'
  18  'x-y+1/3, x+2/3, -z+2/3'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  6  0.00000000  0.00000000  0.15068800  1
  V  V1  6  0.00000000  0.00000000  0.35359000  1
  O  O2  18  0.00094700  0.30892700  0.75869500  1
",0.997899826666667
